GO,Aeropyrum_pernix.CDS.fa.OUTPUT.daa.m8,Aquifex_aeolicus.CDS.fa.OUTPUT.daa.m8,Archaeoglobus_fulgidus.CDS.fa.OUTPUT.daa.m8,Hyperthermus_butyilicus.CDS.fa.OUTPUT.daa.m8,Methanococcus_jannaschii.CDS.fa.OUTPUT.daa.m8,Methanopyrus_kandleri.CDS.fa.OUTPUT.daa.m8,Methanothermus_fervidus.CDS.fa.OUTPUT.daa.m8,Pyrococcus_feriosus.CDS.fa.OUTPUT.daa.m8,Pyrodicitium_abyssi.CDS.fa.OUTPUT.daa.m8,Pyrolobus_fumarii.CDS.fa.OUTPUT.daa.m8,Sulfolobus_acidocaldarius.CDS.fa.OUTPUT.daa.m8,Thermocrinis_minervae.CDS.fa.OUTPUT.daa.m8,Thermocrinis_ruber.CDS.fa.OUTPUT.daa.m8,Thermotoga_maritima.CDS.fa.OUTPUT.daa.m8
 heme biosynthetic process [GO:0006783],0,6,0,0,4,0,0,0,0,0,0,0,1,0
ATPase-coupled molybdate transmembrane transporter activity [GO:0015412],1,0,0,1,0,1,0,0,0,1,0,0,0,0
 cadaverine aminopropyltransferase activity [GO:0043918],0,0,0,0,0,0,0,1,0,0,0,0,0,1
 cofactor biosynthetic process [GO:0051188],2,0,4,1,1,4,1,1,0,2,1,0,1,1
 threonine-type endopeptidase activity [GO:0004298],3,1,2,3,2,2,2,3,3,3,3,0,1,1
 mannosyltransferase activity [GO:0000030],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 GTP diphosphokinase activity [GO:0008728],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 strand invasion [GO:0042148],0,0,0,0,2,0,0,0,0,0,0,0,0,0
 intramolecular lyase activity [GO:0016872],0,0,0,0,0,0,0,0,0,0,1,0,0,1
 peptidoglycan biosynthetic process [GO:0009252],0,15,0,0,0,0,0,0,0,0,0,0,13,12
 xylan alpha-1,2-glucuronosidase activity [GO:0033939],0,0,0,0,0,0,0,0,0,0,0,0,0,1
ribose-5-phosphate isomerase activity [GO:0004751],1,1,1,1,1,1,1,1,1,1,1,0,1,1
NADH dehydrogenase activity [GO:0003954],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388],3,0,3,4,0,4,2,2,2,4,2,0,0,0
 tRNA (adenine-N1-)-methyltransferase activity [GO:0016429],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 NADP catabolic process [GO:0006742],0,0,1,1,1,1,1,0,0,1,0,0,0,1
integral component of membrane [GO:0016021],308,235,405,271,270,258,198,373,377,295,424,4,270,324
dihydroorotase activity [GO:0004151],1,0,1,1,0,1,1,1,1,1,1,0,1,1
 fructose 1,6-bisphosphate metabolic process [GO:0030388],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 mature ribosome assembly [GO:0042256],1,1,1,1,1,1,1,1,1,1,1,0,1,1
 tRNA N2-guanine methylation [GO:0002940],0,1,0,0,1,0,0,0,0,0,0,0,0,0
purine-nucleoside phosphorylase activity [GO:0004731],0,0,0,0,0,0,0,0,0,0,0,0,0,2
 glycerol-3-phosphate dehydrogenase activity [GO:0004368],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857],0,0,0,1,2,0,0,0,0,0,0,0,0,0
rhamnulokinase activity [GO:0008993],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 ribose phosphate diphosphokinase activity [GO:0004749],1,1,2,1,1,1,1,1,1,1,1,0,1,1
Sep-tRNA:Cys-tRNA synthase activity [GO:0043766],0,0,2,0,1,1,0,0,0,0,0,0,0,0
 anthranilate phosphoribosyltransferase activity [GO:0004048],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 maltose transmembrane transporter activity [GO:0005363],0,0,0,0,0,0,0,0,0,0,0,0,0,2
centriole [GO:0005814],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 arginine catabolic process to ornithine [GO:0019547],0,0,0,0,0,0,1,0,0,1,0,0,0,0
 generation of precursor metabolites and energy [GO:0006091],0,0,1,1,1,1,0,0,0,1,0,0,0,0
2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity [GO:0046537],1,1,2,1,2,1,2,1,1,1,1,0,1,1
 flavin adenine dinucleotide binding [GO:0050660],10,12,22,3,6,6,7,9,8,4,18,0,10,11
histidinol-phosphate transaminase activity [GO:0004400],0,1,2,1,1,1,1,1,0,1,1,0,1,1
 histidyl-tRNA aminoacylation [GO:0006427],1,1,1,1,1,1,1,1,1,1,1,0,1,1
N-acyltransferase activity [GO:0016410],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 antibiotic biosynthetic process [GO:0017000],1,0,1,0,0,0,0,0,0,0,1,0,0,1
 sodium ion binding [GO:0031402],1,1,1,0,1,0,0,1,3,0,0,0,0,1
 response to redox state [GO:0051775],0,0,0,0,0,0,0,0,0,0,0,0,0,2
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 ATPase-coupled protein transmembrane transporter activity [GO:0015462],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 methionine biosynthetic process [GO:0009086],3,5,2,1,4,1,1,4,3,2,5,0,4,3
ion transmembrane transport [GO:0034220],1,0,0,1,0,1,0,0,0,1,1,0,0,0
 aminoacyl-tRNA ligase activity [GO:0004812],1,0,2,1,1,2,2,3,2,1,2,0,1,0
 2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity [GO:0030698],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 tetrahydrofolate interconversion [GO:0035999],0,4,0,0,0,0,0,0,0,0,0,0,3,2
pantoate-beta-alanine ligase activity [GO:0004592],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 tRNA acetylation [GO:0051391],2,0,1,3,0,1,0,1,1,1,2,0,0,0
aminoacyl-tRNA editing activity [GO:0002161],1,0,0,1,0,0,0,0,0,1,1,0,1,0
 N-methyltransferase activity [GO:0008170],0,0,2,0,6,0,0,0,2,0,1,0,4,1
 'de novo' CTP biosynthetic process [GO:0044210],2,2,2,2,2,2,2,2,2,2,2,0,2,2
glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286],1,0,0,1,0,0,0,0,0,0,0,0,0,0
 rhamnose catabolic process [GO:0019301],0,0,0,0,0,0,0,0,0,0,0,0,0,2
 cobalamin 5'-phosphate synthase activity [GO:0008818],1,0,2,0,1,1,1,2,1,1,1,0,0,0
 negative regulation of phosphate transmembrane transport [GO:2000186],0,1,1,0,1,0,0,0,0,0,0,0,0,0
 DNA-dependent ATPase activity [GO:0008094],1,2,2,1,2,2,2,2,2,1,1,0,2,2
 oxygen-dependent protoporphyrinogen oxidase activity [GO:0004729],0,0,0,0,1,0,0,0,0,0,0,0,0,0
creatininase activity [GO:0047789],0,0,0,0,0,0,0,0,0,0,0,0,0,1
3-isopropylmalate dehydratase activity [GO:0003861],0,2,4,0,1,4,3,4,4,4,2,0,2,4
 viral envelope [GO:0019031],0,2,0,0,0,0,0,0,0,0,0,0,1,0
phospholipase A2 activity [GO:0004623],1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP-dependent RNA helicase activity [GO:0004004],0,1,0,0,0,0,0,0,0,0,0,0,0,0
carboxymethylenebutenolidase activity [GO:0008806],0,1,0,0,0,0,0,0,0,0,0,0,0,0
nitrate assimilation [GO:0042128],1,1,1,1,0,0,0,0,0,0,1,0,1,0
 5'-3' exonuclease activity [GO:0008409],0,2,0,0,0,0,0,0,0,0,0,0,0,1
 mannonate dehydratase activity [GO:0008927],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 DNA ligation involved in DNA repair [GO:0051103],1,2,1,1,1,1,1,1,1,1,1,0,0,0
 protoheme IX ABC transporter activity [GO:0103115],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 L-2-hydroxycarboxylate dehydrogenase (NAD+) activity [GO:0102443],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 transcription factor activity, sequence-specific DNA binding [GO:0003700],5,17,20,10,14,9,6,16,15,9,16,0,11,23
 ribonucleoside-triphosphate reductase activity [GO:0008998],0,0,0,0,2,0,0,0,0,0,0,1,0,1
 hydroxyethylthiazole kinase activity [GO:0004417],0,0,1,0,0,0,0,1,1,0,0,0,0,0
ATP-dependent 3'-5' DNA helicase activity [GO:0043140],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 maltose-transporting ATPase activity [GO:0015423],0,0,0,2,0,0,0,0,0,0,0,0,0,4
 metal ion transport [GO:0030001],3,4,2,4,0,0,2,4,2,3,2,0,3,3
4-hydroxy-tetrahydrodipicolinate synthase [GO:0008840],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 hydrolase activity, hydrolyzing N-glycosyl compounds [GO:0016799],0,1,1,1,1,0,0,0,0,1,1,0,1,1
 RNA surveillance [GO:0071025],1,0,1,1,1,1,1,1,1,1,1,0,0,0
amidase activity [GO:0004040],1,0,1,0,0,0,0,0,0,0,3,0,0,1
methyltransferase activity [GO:0008168],16,3,17,21,9,42,13,18,20,28,17,31,9,7
 chromosome segregation [GO:0007059],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 phosphoribosyl-ATP diphosphatase activity [GO:0004636],0,1,0,0,1,1,1,1,0,0,1,0,1,1
 protein-succinyllysine desuccinylase activity [GO:0036055],1,1,2,1,0,1,0,1,1,1,0,0,1,0
integral component of plasma membrane [GO:0005887],3,16,5,3,8,2,6,1,1,4,3,0,5,13
 sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity [GO:0004801],0,1,0,0,1,0,0,0,0,0,0,0,1,1
 dUDP biosynthetic process [GO:0006227],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 ornithine biosynthetic process [GO:0006592],0,1,0,0,1,0,0,0,0,0,0,0,0,1
 lagging strand elongation [GO:0006273],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 cellular copper ion homeostasis [GO:0006878],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 mannosylglycerate biosynthetic process [GO:0051479],2,0,0,0,0,0,2,2,2,0,0,0,0,0
 oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor [GO:0016723],0,0,1,0,0,0,0,0,0,0,0,0,0,0
ATP-binding cassette (ABC) transporter complex [GO:0043190],6,6,5,4,5,1,6,4,4,3,1,0,7,11
3-isopropylmalate dehydrogenase activity [GO:0003862],0,0,0,0,1,2,2,0,1,1,1,0,0,0
adenylate kinase activity [GO:0004017],0,0,1,1,1,1,1,1,1,1,1,0,0,0
 nonfunctional rRNA decay [GO:0070651],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 prephenate dehydratase activity [GO:0004664],0,1,1,0,2,1,1,1,0,1,1,0,1,1
regulation of transcription, DNA-templated [GO:0006355],6,2,7,10,2,1,1,1,3,12,7,0,2,4
aspartate racemase activity [GO:0047689],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620],1,0,0,0,0,0,0,0,0,0,0,0,1,1
 protein deglycosylation [GO:0006517],0,0,0,0,0,0,0,0,0,0,0,0,0,2
 preribosome, large subunit precursor [GO:0030687],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681],0,1,0,0,2,0,0,0,0,0,0,0,0,1
potassium ion transport [GO:0006813],0,0,0,1,0,0,0,0,0,0,0,0,0,0
 iron-sulfur cluster assembly [GO:0016226],0,2,3,0,0,0,0,0,0,0,0,0,4,1
 RNA modification [GO:0009451],1,1,1,1,0,1,0,1,1,1,1,0,2,1
 ATP-dependent peptidase activity [GO:0004176],1,2,2,2,2,1,2,1,2,2,0,0,2,2
 NADP+ binding [GO:0070401],0,1,0,0,0,0,0,0,0,0,1,0,0,0
histone-glutamine methyltransferase activity [GO:1990259],0,0,0,0,1,0,0,0,0,0,0,0,0,0
UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983],0,1,0,0,1,0,1,1,1,0,0,0,1,0
 serine-type exopeptidase activity [GO:0070008],0,0,0,0,0,0,0,1,1,0,0,0,0,0
 methyltransferase activity [GO:0008168],0,3,6,0,6,1,3,0,1,3,0,1,6,5
 cysteinyl-tRNA aminoacylation [GO:0006423],1,1,1,1,0,0,0,1,1,1,1,0,1,1
 N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018],0,1,1,0,1,1,1,1,1,1,1,0,1,1
 damaged DNA binding [GO:0003684],1,1,2,1,3,0,2,2,2,1,2,0,3,2
 translation release factor activity, codon specific [GO:0016149],1,2,1,1,1,1,1,1,1,1,1,0,2,2
 protein flavinylation [GO:0017013],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 fermentation [GO:0006113],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 peptidyl-pyrromethane cofactor linkage [GO:0018160],1,1,1,1,1,0,0,0,0,1,1,0,1,0
 isocitrate metabolic process [GO:0006102],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 type III protein secretion system complex [GO:0030257],0,1,0,0,0,0,0,0,0,0,0,0,1,1
dUTP diphosphatase activity [GO:0004170],1,1,1,0,1,1,0,0,0,1,0,0,1,0
 positive regulation of translational fidelity [GO:0045903],0,1,0,0,1,0,0,0,0,0,0,0,0,1
transferase activity, transferring acyl groups [GO:0016746],1,0,1,0,1,0,0,0,0,0,0,6,0,1
 transition metal ion binding [GO:0046914],1,2,5,1,2,2,2,1,1,1,2,0,0,3
tRNA methyltransferase activity [GO:0008175],2,0,2,4,1,1,0,3,3,3,2,0,0,0
 selenocysteine incorporation [GO:0001514],0,2,0,0,1,1,0,0,0,0,0,0,2,0
 mercury ion binding [GO:0045340],1,0,0,0,0,0,0,0,0,0,1,0,0,0
 assembly of large subunit precursor of preribosome [GO:1902626],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 tRNA wobble uridine modification [GO:0002098],1,3,1,2,2,1,3,2,2,1,1,0,2,2
ribonuclease P activity [GO:0004526],1,0,0,0,0,0,0,0,0,0,0,0,0,2
 Gram-negative-bacterium-type cell wall biogenesis [GO:0043164],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 iron-sulfur transferase activity [GO:0036455],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 lyase activity [GO:0016829],0,3,12,7,9,15,5,6,14,6,5,1,1,8
 small ribosomal subunit [GO:0015935],0,3,0,0,2,0,0,0,0,0,0,0,0,0
 nitrite transmembrane transporter activity [GO:0015113],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 oxaloacetate decarboxylase activity [GO:0008948],1,1,2,1,1,0,0,1,1,0,0,0,1,0
 tetrahydrobiopterin biosynthetic process [GO:0006729],0,1,0,0,0,0,0,0,0,0,1,0,1,0
 nitric oxide catabolic process [GO:0046210],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond [GO:0046992],0,1,1,0,0,0,0,0,0,0,0,0,1,0
 regulation of catalytic activity [GO:0050790],0,0,0,0,0,0,0,0,1,0,0,0,0,0
 response to oxidative stress [GO:0006979],0,2,1,0,2,0,0,1,0,0,0,0,0,2
 ferrous iron uptake transmembrane transporter activity [GO:0015639],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835],0,1,0,0,0,0,0,1,0,0,0,0,1,1
 uroporphyrin-III C-methyltransferase activity [GO:0004851],0,0,0,0,0,0,0,0,0,0,0,0,0,1
glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity [GO:0008886],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 catalytic activity [GO:0003824],4,0,6,5,12,3,3,4,1,7,7,1,1,10
 fluoride transmembrane transport [GO:1903424],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 polyamine transport [GO:0015846],1,0,2,0,0,0,0,0,0,0,0,0,0,1
 amino sugar metabolic process [GO:0006040],0,0,0,0,0,1,0,0,0,0,0,0,0,0
 single-stranded DNA 5'-3' exodeoxyribonuclease activity [GO:0045145],1,0,0,0,1,0,0,0,0,0,0,0,0,0
 shikimate kinase activity [GO:0004765],1,1,1,0,1,1,1,1,1,1,1,0,1,1
penicillin amidase activity [GO:0008953],1,0,0,0,0,0,0,0,0,0,0,0,0,0
 methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity [GO:0047151],0,1,0,0,0,0,0,0,0,0,0,0,1,1
identical protein binding [GO:0042802],1,0,0,0,0,0,0,0,0,0,0,0,0,1
 positive regulation of translational elongation [GO:0045901],1,0,1,1,1,1,1,1,1,1,1,0,0,0
 aminopeptidase activity [GO:0004177],1,1,1,1,0,0,0,0,1,1,0,0,1,0
 adenine catabolic process [GO:0006146],0,0,1,0,1,1,1,0,0,0,0,0,0,0
structural molecule activity [GO:0005198],0,0,1,0,0,0,0,2,0,0,0,0,0,0
 undecaprenyl-diphosphatase activity [GO:0050380],0,1,0,0,0,1,1,0,0,1,0,0,1,1
1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842],1,0,0,0,0,0,0,0,0,0,0,0,0,0
cytosolic large ribosomal subunit [GO:0022625],0,19,0,0,18,0,0,0,0,0,0,0,0,9
 ligase activity [GO:0016874],4,5,4,0,6,8,8,4,9,1,7,0,3,0
 DNA metabolic process [GO:0006259],0,0,1,2,0,0,0,0,0,2,1,0,0,1
 sulfur amino acid metabolic process [GO:0000096],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 tRNA wobble position uridine thiolation [GO:0002143],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 chromosome condensation [GO:0030261],0,2,1,0,1,0,0,1,1,0,0,0,1,2
 RNA methylation [GO:0001510],0,0,1,0,0,0,0,1,0,0,0,0,0,0
 protein catabolic process [GO:0030163],1,2,3,1,1,2,2,2,3,2,0,0,2,2
methionyl-tRNA formyltransferase activity [GO:0004479],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 phosphomevalonate kinase activity [GO:0004631],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 N-terminal protein amino acid acetylation [GO:0006474],0,1,1,1,1,1,1,1,1,1,2,0,1,2
 4-hydroxythreonine-4-phosphate dehydrogenase activity [GO:0050570],0,1,0,0,0,0,0,0,0,0,0,0,1,0
DNA ligase (ATP) activity [GO:0003910],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 palmitoyl-CoA hydrolase activity [GO:0016290],0,0,0,1,0,0,0,0,0,0,0,0,0,0
 cobalt ion transmembrane transporter activity [GO:0015087],0,1,2,0,2,0,2,1,0,0,0,0,1,1
 threonine-phosphate decarboxylase activity [GO:0048472],1,0,1,0,1,1,1,1,1,1,1,0,0,0
 protein folding [GO:0006457],4,8,4,4,3,3,4,3,3,4,5,0,8,7
type II protein secretion system complex [GO:0015627],0,0,0,0,0,0,0,0,0,0,0,0,2,0
decanoate--CoA ligase activity [GO:0102391],0,0,0,0,0,0,0,0,0,0,2,0,0,0
 L-fuculose-phosphate aldolase activity [GO:0008738],0,0,0,0,1,0,0,0,0,0,0,0,0,0
 GTPase activity [GO:0003924],9,12,11,7,9,11,8,11,11,7,8,0,14,13
 ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity [GO:0052929],1,0,1,1,1,1,1,1,1,1,1,0,0,1
 transcription regulatory region sequence-specific DNA binding [GO:0000976],0,3,0,0,0,0,0,0,0,0,0,0,0,1
 5'-3' exoribonuclease activity [GO:0004534],0,0,0,0,1,1,1,1,1,0,0,0,0,0
 potassium channel activity [GO:0005267],0,0,0,0,2,1,0,0,0,0,0,0,0,0
 dUMP biosynthetic process [GO:0006226],2,2,1,1,2,2,1,1,1,1,1,0,1,0
 translation elongation factor activity [GO:0003746],3,6,4,6,5,7,6,5,4,5,4,0,8,5
 response to UV [GO:0009411],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 adenyl-nucleotide exchange factor activity [GO:0000774],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor [GO:0052592],0,0,0,0,5,0,0,0,0,0,0,0,0,0
 translational elongation [GO:0006414],1,0,1,1,1,1,1,1,1,1,1,0,0,0
dioxygenase activity [GO:0051213],0,0,1,1,0,0,0,0,1,0,2,1,2,0
 polysaccharide biosynthetic process [GO:0000271],1,2,5,1,2,1,2,6,5,1,1,0,2,1
thiaminase activity [GO:0050334],1,0,0,0,0,0,0,1,1,0,1,0,0,0
 intracellular protein transport [GO:0006886],0,2,0,0,0,0,1,1,1,0,0,0,0,0
 heme transporter activity [GO:0015232],2,0,3,2,0,0,0,0,0,2,0,0,0,0
 arsenite transmembrane transporter activity [GO:0015105],0,0,1,0,0,0,0,0,1,0,2,0,1,3
 allantoinase activity [GO:0004038],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 glycine hydroxymethyltransferase activity [GO:0004372],1,1,1,1,1,1,1,1,1,1,1,0,1,1
ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855],1,1,1,1,2,2,1,1,1,1,1,0,1,1
3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315],0,0,1,0,0,0,0,0,1,1,0,0,0,0
tRNA (guanine-N2-)-methyltransferase activity [GO:0004809],1,1,1,1,1,1,1,1,1,1,1,0,0,0
 lipoate synthase activity [GO:0016992],1,1,0,0,0,0,0,0,0,0,1,0,1,0
 cellular phosphate ion homeostasis [GO:0030643],1,1,1,0,1,0,1,1,1,1,0,0,1,2
 chromosome separation [GO:0051304],0,0,0,0,0,0,0,0,0,0,0,0,0,1
alpha-1,4-glucan synthase activity [GO:0033201],0,1,0,0,1,0,0,0,0,0,0,0,1,1
 NADPH regeneration [GO:0006740],0,0,2,0,1,1,1,0,0,0,0,0,0,0
 proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178],0,0,0,0,1,0,0,0,0,0,0,0,0,0
protein tyrosine phosphatase activity [GO:0004725],0,0,0,1,0,0,0,1,1,0,1,0,0,0
 DNA replication [GO:0006260],14,13,16,15,16,12,11,13,14,14,15,1,15,18
 transposition, DNA-mediated [GO:0006313],1,3,3,1,2,0,1,5,0,1,1,0,1,3
6-carboxyhexanoate-CoA ligase activity [GO:0042410],0,1,0,0,1,0,0,0,0,0,0,0,1,0
 diphosphomevalonate decarboxylase activity [GO:0004163],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 vacuolar transport [GO:0007034],0,0,0,0,0,0,0,0,0,0,1,0,0,0
L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069],1,0,0,1,0,0,1,0,0,0,0,0,0,0
 protein transport by the Tat complex [GO:0043953],2,1,3,2,0,0,0,0,0,2,1,0,2,0
pseudouridine synthase activity [GO:0009982],4,4,4,3,5,4,3,4,4,3,3,0,4,3
 methanogenesis, from acetate [GO:0019385],0,1,0,0,0,0,0,0,0,0,0,0,1,0
 cytochrome-c oxidase activity [GO:0004129],4,4,3,0,0,0,0,0,0,0,5,1,9,0
 tRNA (guanine) methyltransferase activity [GO:0016423],0,0,0,0,1,0,0,0,0,0,0,0,0,0
alkaline phosphatase activity [GO:0004035],0,0,0,0,0,0,0,0,0,0,0,0,0,1
 dihydrolipoyl dehydrogenase activity [GO:0004148],1,1,0,0,0,0,0,0,0,0,0,0,1,1
 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor [GO:0016708],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 tRNA methyltransferase activity [GO:0008175],2,2,2,1,2,2,2,2,2,0,1,0,0,2
(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626],0,1,1,0,1,1,0,1,1,1,1,0,1,1
 L-serine biosynthetic process [GO:0006564],0,1,2,0,2,2,2,0,0,0,0,0,1,0
 polysaccharide binding [GO:0030247],0,0,0,0,0,0,0,1,0,0,0,0,0,0
glycogen debranching enzyme activity [GO:0004133],0,0,0,0,0,0,0,0,0,0,1,0,0,0
 hydrogensulfite reductase activity [GO:0018551],0,0,2,0,0,0,0,0,0,0,0,0,0,0
phosphonoacetate hydrolase activity [GO:0047400],0,0,0,0,0,0,0,1,1,0,0,0,0,0
 dihydroorotase activity [GO:0004151],0,1,0,0,1,0,0,0,0,0,0,0,0,0
 succinate transmembrane transporter activity [GO:0015141],0,1,0,0,0,0,0,0,0,0,0,0,0,0
 L-fucose isomerase activity [GO:0008736],0,0,0,0,0,0,0,2,1,0,0,0,0,2
 ATPase-coupled sulfate transmembrane transporter activity [GO:0015419],0,0,0,0,0,0,1,0,0,0,0,0,0,0
 copper-exporting ATPase activity [GO:0004008],0,0,1,0,0,0,0,0,0,0,0,0,0,1
 ribonucleoside monophosphate biosynthetic process [GO:0009156],0,0,0,0,0,0,1,0,0,1,0,0,1,1
 DNA catabolic process [GO:0006308],0,1,0,0,2,1,0,1,1,0,0,0,0,3
 5'-flap endonuclease activity [GO:0017108],0,0,0,0,0,0,1,0,0,1,0,0,0,0
exonuclease activity [GO:0004527],2,0,1,2,1,4,0,0,2,0,2,3,1,0
 phosphomannomutase activity [GO:0004615],0,0,0,0,1,0,1,1,0,0,0,0,0,1
phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616],0,1,0,0,0,0,0,0,0,0,0,1,1,1
phenylalanine-tRNA ligase activity [GO:0004826],1,0,0,1,0,1,0,0,0,1,1,0,0,0
 acylglycerol O-acyltransferase activity [GO:0016411],0,1,0,0,0,0,0,0,0,0,0,0,0,1
 sterol metabolic process [GO:0016125],0,0,0,0,1,0,0,0,0,0,0,0,0,0
sulfopyruvate decarboxylase activity [GO:0050545],0,0,0,0,2,1,0,0,0,0,0,0,0,0
 glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360],1,1,0,1,1,1,2,1,1,1,1,0,1,1
 negative regulation of DNA recombination [GO:0045910],0,1,0,0,0,0,0,0,0,0,0,0,1,1
 monosaccharide metabolic process [GO:0005996],1,0,0,1,0,0,0,0,0,2,0,0,0,0
 DNA topoisomerase type I activity [GO:0003917],1,1,1,1,1,1,1,1,1,1,1,0,1,1
L-lactate dehydrogenase activity [GO:0004459],0,0,0,0,0,1,0,0,0,0,0,0,0,0
 lysine 2,3-aminomutase activity [GO:0050066],0,0,0,0,0,0,0,0,0,0,0,0,1,0
indole-3-glycerol-phosphate synthase activity [GO:0004425],1,1,0,0,1,1,1,1,1,1,1,0,1,1
peptide-methionine (S)-S-oxide reductase activity [GO:0008113],0,0,0,0,0,0,0,0,0,0,1,0,0,0
NAD+ ADP-ribosyltransferase activity [GO:0003950],0,0,0,0,0,1,0,1,1,0,0,0,0,0
 drug transmembrane transporter activity [GO:0015238],2,2,1,1,1,0,0,4,3,0,0,0,1,2
phosphoribosylaminoimidazole carboxylase activity [GO:0004638],0,0,1,0,0,0,0,0,0,0,0,0,0,0
 sodium ion transport [GO:0006814],0,2,2,2,8,3,5,1,1,0,0,0,1,2
 small GTPase mediated signal transduction [GO:0007264],0,0,0,0,0,0,0,0,0,0,0,0,1,0
 proton motive force dependent protein transmembrane transporter activity [GO:0009977],0,1,0,0,0,0,0,0,0,0,0,0,0,0
